0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	2	3	4	5	6	1	2	1	2	3	4	5	6	1	2	1	2	3	4	7	8	1	2	1	2	3	4	5	6	1	2	9	10	3	4	5	6	9	10	1	2	1	2	1	2	1	2	3	4	5	6	11	11	3	4	12	13	1	2	1	2	9	10	3	4	9	10	3	4	9	10	3	4	9	10	3	4	1	2	9	10	1	2	12	13	12	13	1	2	11	11	3	4	14	15	16	17	17	17	17	17	3	4	17	17	17	17	17	17	17	17	18	19	17	17	18	19	17	17	17	17	17	17	17	17	20	20	1	2	1	2	3	4	12	13	1	2	3	4	9	10	1	2	3	4	5	6	21	22	23	24	1	2	25	26	3	4	23	24	1	2	25	26	3	4	23	24	1	2	7	8	9	10	14	15	0	
0	27	28	3	4	29	30	31	32	33	34	3	4	29	30	31	32	33	34	3	4	7	35	31	32	33	34	3	4	29	30	31	32	27	28	3	4	29	30	11	11	33	34	33	34	33	34	33	34	3	4	36	37	11	11	3	4	33	34	33	34	33	34	27	28	3	4	11	11	3	4	11	11	3	4	11	11	3	4	33	34	11	11	33	34	33	34	33	34	33	34	11	11	3	4	17	0	0	17	17	38	17	17	3	19	17	17	39	17	39	17	39	17	3	19	17	38	3	4	17	17	17	17	39	17	39	17	17	0	33	34	27	28	3	4	33	34	33	34	3	4	11	11	33	34	3	4	29	30	27	28	33	34	40	41	42	43	3	4	44	45	40	41	42	43	3	4	44	45	40	41	7	35	11	11	46	15	0	
0	12	13	3	4	47	48	9	10	1	2	3	4	47	48	9	10	1	2	3	4	5	6	9	10	1	2	3	4	47	48	9	10	12	13	3	4	47	48	11	11	1	2	1	2	1	2	1	2	3	4	49	50	11	11	3	4	1	2	1	2	1	2	12	13	3	4	11	11	3	4	11	11	3	4	11	11	3	4	1	2	11	11	1	2	1	2	1	2	1	2	11	11	3	4	17	0	0	17	51	52	17	17	18	19	17	17	17	17	17	17	17	17	18	19	51	52	3	4	17	17	17	17	17	17	17	17	17	0	1	2	12	13	3	4	1	2	1	2	3	4	11	11	1	2	3	4	47	48	12	13	1	2	3	4	25	26	3	4	23	24	3	4	25	26	3	4	23	24	3	4	5	6	11	11	14	15	0	
0	33	34	3	4	36	37	11	11	33	34	3	4	29	30	11	11	33	34	3	4	29	30	11	11	33	34	3	4	29	30	11	11	33	34	3	4	29	30	11	11	33	34	33	34	53	54	55	56	57	58	59	60	61	61	61	61	62	63	64	65	33	34	33	34	3	4	11	11	3	4	11	11	3	4	11	11	3	4	31	32	11	11	33	34	53	54	55	56	61	61	59	60	57	58	17	0	0	17	17	17	17	17	57	58	17	17	17	17	66	67	66	67	3	4	66	67	3	4	17	17	17	38	17	17	17	17	17	0	59	60	61	61	61	61	62	63	64	65	3	4	11	11	33	34	3	4	36	37	33	34	33	34	3	4	33	34	3	4	33	34	3	4	33	34	3	4	31	32	3	4	36	37	11	11	17	68	0	
0	1	2	3	4	49	50	11	11	1	2	3	4	47	48	11	11	1	2	3	4	47	48	11	11	1	2	3	4	47	48	11	11	1	2	3	4	47	48	11	11	1	2	1	2	69	55	70	20	20	20	20	20	20	20	20	20	20	71	72	73	1	2	1	2	3	4	11	11	3	4	11	11	3	4	11	11	3	4	9	10	11	11	1	2	69	55	70	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	17	17	17	17	0	74	0	74	3	4	0	74	3	4	17	17	51	52	20	20	20	20	20	20	20	20	20	20	20	20	20	71	72	73	3	4	11	11	1	2	3	4	49	50	1	2	1	2	3	4	1	2	3	4	1	2	3	4	1	2	3	4	9	10	3	4	49	50	11	11	17	75	0	
0	33	34	3	4	33	34	11	11	33	34	3	4	36	37	11	11	31	32	3	4	29	30	11	11	33	34	3	4	36	37	11	11	33	34	3	4	29	30	11	11	53	54	55	56	76	70	77	78	3	4	33	34	27	28	3	4	79	80	71	81	59	60	61	61	3	4	11	11	3	4	11	11	3	4	11	11	3	4	27	28	11	11	53	54	82	70	77	78	33	34	33	34	40	41	46	15	16	17	66	67	66	67	3	4	17	17	61	83	17	17	66	67	84	85	84	85	20	20	17	17	61	83	17	17	17	38	86	87	7	35	33	34	40	41	79	80	71	81	61	61	59	60	61	61	61	61	62	63	64	65	33	34	3	4	33	34	3	4	33	34	3	4	33	34	3	4	27	28	3	4	53	54	55	56	17	88	0	
0	1	2	3	4	1	2	11	11	1	2	3	4	49	50	11	11	9	10	3	4	47	48	11	11	1	2	3	4	49	50	11	11	1	2	3	4	47	48	11	11	69	55	70	20	20	20	89	90	3	4	1	2	12	13	3	4	21	22	20	20	20	20	20	0	3	4	11	11	3	4	11	11	3	4	11	11	3	4	12	13	11	11	69	55	70	91	89	90	1	2	1	2	3	4	14	15	16	17	0	74	0	74	3	4	20	20	20	92	93	94	0	74	85	85	85	85	40	41	20	20	20	92	93	94	51	52	86	87	5	6	1	2	3	4	21	22	20	20	20	20	20	20	20	20	20	20	20	71	72	73	1	2	3	4	1	2	3	4	1	2	3	4	1	2	3	4	12	13	3	4	69	55	70	20	20	20	0	
0	33	34	3	4	33	34	11	11	31	32	3	4	33	34	11	11	27	28	3	4	36	37	11	11	33	34	3	4	33	34	11	11	27	28	3	4	36	37	53	54	82	70	77	78	31	32	33	34	3	4	33	34	33	34	3	4	33	34	3	4	31	32	31	32	3	4	11	11	3	4	11	11	3	4	11	11	3	4	31	32	53	54	82	70	77	78	31	32	33	34	33	34	3	4	46	15	16	17	17	17	17	17	3	19	66	67	3	4	71	83	17	17	84	85	84	85	3	19	66	67	3	4	71	83	17	17	86	87	36	37	33	34	3	4	33	34	31	32	3	4	27	28	3	4	27	28	79	80	71	72	64	65	3	4	33	34	3	4	33	34	3	4	33	34	3	4	33	34	3	4	76	70	77	78	46	15	0	
0	1	2	3	4	1	2	11	11	9	10	3	4	1	2	11	11	12	13	3	4	49	50	11	11	1	2	3	4	1	2	11	11	12	13	3	4	49	50	69	55	70	91	89	90	9	10	1	2	3	4	1	2	1	2	3	4	1	2	3	4	9	10	9	10	3	4	11	11	3	4	11	11	3	4	11	11	3	4	9	10	69	55	70	91	89	90	9	10	1	2	1	2	3	4	14	15	16	17	17	17	17	17	18	19	0	74	3	4	95	71	93	94	0	85	85	85	18	19	0	74	3	4	95	71	93	94	86	87	49	50	1	2	3	4	1	2	9	10	3	4	12	13	3	4	12	13	21	22	96	71	72	73	3	4	1	2	3	4	1	2	3	4	1	2	3	4	1	2	3	4	20	0	89	90	14	15	0	
